GeneID,Chr,up,down,ori
CSS0042511,3,166536777,166538667,-
CSS0006224,3,166553279,166563607,+
CSS0045175,3,166573389,166578423,+
CSS0010081,3,166580338,166587033,-
CSS0029205,3,166598152,166601075,-
CSS0004175,3,166605699,166608621,-
CSS0001096,3,166714804,166719854,-
CSS0023312,3,166769727,166774136,+
CSS0017418,3,166853937,166860787,+
CSS0038711,3,166863771,166869779,+
CSS0019666,3,166883252,166889589,+
CSS0012757,3,166891805,166899073,+
CSS0049931,3,166920642,166927968,+
CSS0016694,3,166979383,166990286,+
CSS0021234,3,167077904,167088262,+
CSS0036091,3,167095051,167101845,-
CSS0019417,3,167109566,167110102,-
CSS0012134,3,167120843,167138287,-
CSS0026091,3,167170371,167170720,+
CSS0031850,3,167175954,167177820,-
CSS0003967,3,167178434,167178646,-
CSS0000636,3,167232631,167251265,+
CSS0037990,3,167302684,167324596,+
CSS0025818,3,167328096,167330651,+
CSS0035840,3,167333234,167333901,+
CSS0035169,3,167336365,167338017,+
CSS0048733,3,167338034,167338748,+
CSS0014093,3,167361851,167368303,+
CSS0034859,3,167370321,167372227,-
CSS0036220,3,167376220,167386650,-
CSS0044934,3,167406655,167407101,-
CSS0019358,3,167423275,167426007,-
CSS0018223,3,167438459,167442360,-
CSS0046515,3,167448180,167448741,+
CSS0040337,3,167466816,167467262,-
CSS0007536,3,167497119,167499256,-
CSS0016921,3,167517126,167518126,+
CSS0026268,3,167521019,167522404,-
CSS0006325,3,167544457,167553617,+
CSS0009427,3,167561703,167564264,+
CSS0010985,3,167569081,167577558,+
CSS0021518,3,167618962,167622516,-
CSS0031422,3,167648887,167661104,-
CSS0008778,3,167701055,167702198,-
CSS0017160,3,167703020,167703831,-
CSS0032388,3,167719257,167721992,-
CSS0015646,3,167857111,167858429,+
CSS0005685,3,167864925,167872859,-
CSS0019607,3,167880782,167889599,-
CSS0039689,3,167890590,167891214,-
CSS0027300,3,167933258,167937961,-
CSS0011179,3,167940733,167954161,+
CSS0016576,3,167956512,167958727,+
CSS0005913,3,168016314,168016880,+
CSS0026384,3,168020294,168021338,+
CSS0050105,3,168077376,168077942,+
CSS0027387,3,168100049,168101752,-
CSS0046138,3,168136309,168137960,-
CSS0015544,3,168143410,168144443,+
CSS0017960,3,168147671,168153924,+
CSS0046599,3,168172030,168173387,-
CSS0034838,3,168176558,168177625,-
CSS0003292,3,168186139,168187392,-
CSS0011716,3,168193229,168194263,+
CSS0021385,3,168198885,168201413,+
CSS0048282,3,168204460,168212162,+
CSS0012431,3,168245285,168247875,-
CSS0025178,3,168568981,168569604,+
CSS0027778,3,168602763,168611006,-
CSS0003200,3,168620813,168622678,-
CSS0025789,3,168626661,168631892,-
CSS0023340,3,168636043,168640563,-
CSS0020430,3,168673531,168675075,-
CSS0027127,3,168684432,168692026,+
CSS0020146,3,168715490,168716590,+
CSS0028776,3,168720679,168747995,-
CSS0047915,3,168758766,168759212,-
CSS0026695,3,168831650,168838007,+
CSS0050323,3,168855237,168855766,-
CSS0021712,3,168856773,168862192,-
CSS0049286,3,168926140,168930879,-
CSS0031232,3,168956864,168959266,-
CSS0032320,3,169004830,169013697,+
CSS0034676,3,169076716,169079088,+
CSS0038755,3,169093529,169100655,+
CSS0011172,3,169119055,169122292,-
CSS0000859,3,169222361,169268607,+
CSS0037508,3,169293651,169293991,+
CSS0022195,3,169483885,169490455,+
CSS0014136,3,169494755,169504213,-
CSS0005620,3,169672773,169674837,-
CSS0026704,3,169685817,169688060,-
CSS0006352,3,169697537,169708711,-
CSS0048057,3,169827805,169836133,-
CSS0037499,3,169894450,169896413,+
CSS0017398,3,169959667,169961845,+
CSS0011777,3,169967838,169972052,+
CSS0004653,3,170021650,170024051,+
CSS0034909,3,170090356,170092521,-
CSS0046664,3,170097609,170098304,+
CSS0015913,3,170262554,170268338,-
CSS0050087,3,170309916,170316291,+
CSS0000841,3,170351732,170355889,-
CSS0023629,3,170424675,170428418,-
CSS0014150,3,170440567,170440980,+
CSS0002424,3,170445227,170449609,+
CSS0018991,3,170458979,170467019,-
CSS0043694,3,170609017,170609353,+
CSS0006205,3,170625656,170627397,-
CSS0013470,3,170694274,170694616,-
CSS0036702,3,170912366,170916676,+
CSS0004828,3,170928910,170932578,-
CSS0043877,3,171175458,171181244,-
CSS0046952,3,171191238,171191621,+
CSS0041755,3,171276910,171279276,+
CSS0033315,3,171408404,171408895,-
CSS0047741,3,171463742,171468146,+
CSS0024596,3,171513667,171519487,+
CSS0027677,3,171531163,171533716,-
CSS0026630,3,171592806,171597313,+
CSS0034842,3,171732966,171769207,-
CSS0049653,3,171786431,171786640,-
CSS0022972,3,171789816,171795999,+
CSS0040093,3,171799790,171809371,-
CSS0014262,3,171821180,171824549,+
CSS0041241,3,171825404,171828196,+
CSS0001208,3,171828938,171831431,-
CSS0045106,3,171843752,171850903,-
CSS0023784,3,171895179,171898961,-
CSS0019524,3,171939328,171944460,-
CSS0040783,3,171948342,171951115,-
CSS0008006,3,171995587,172013328,-
CSS0000424,3,172038556,172041147,+
CSS0000408,3,172091592,172092110,+
CSS0029755,3,172142430,172156171,-
CSS0033064,3,172180603,172182587,-
CSS0045488,3,172242949,172261957,+
CSS0048071,3,172308074,172312102,-
CSS0039900,3,172516469,172524097,+
CSS0027471,3,172524971,172530859,+
CSS0033809,3,172535341,172541919,-
CSS0009511,3,172548648,172551666,+
CSS0049620,3,172559348,172562060,+
CSS0029232,3,172563165,172565281,-
CSS0013597,3,172575935,172583067,-
CSS0038660,3,172587339,172587912,+
CSS0019912,3,172608561,172612056,-
CSS0025967,3,172625847,172626281,+
CSS0022472,3,172650480,172655714,-
CSS0026645,3,172658679,172662350,-
CSS0049433,3,172680039,172687364,+
CSS0020242,3,172688101,172703905,-
CSS0027404,3,172705465,172712615,-
CSS0034607,3,172838842,172840410,+
CSS0029556,3,172841449,172844400,+
CSS0033467,3,172845872,172850514,+
CSS0010662,3,172858392,172879052,-
CSS0003251,3,173024240,173035922,-
CSS0009989,3,173059208,173061273,-
CSS0005515,3,173129313,173129531,+
CSS0033656,3,173343898,173345509,-
CSS0043889,3,173346270,173347415,-
CSS0038925,3,173548979,173558755,+
CSS0046017,3,173574923,173582368,+
CSS0019750,3,173606623,173614573,+
CSS0041986,3,173620582,173642676,+
CSS0035172,3,173721781,173722651,-
CSS0028381,3,173755768,173761707,-
CSS0033817,3,173803556,173806874,+
CSS0036468,3,173941396,173956285,+
CSS0030491,3,174022130,174030806,+
CSS0001690,3,174123801,174125882,-
CSS0002818,3,174141846,174143115,-
CSS0007557,3,174685733,174688802,-
CSS0022832,3,174803760,174807532,+
CSS0042209,3,174820728,174822970,+
CSS0045624,3,175042130,175042931,-
CSS0008025,3,175120344,175121987,-
CSS0013887,3,175146551,175149509,-
CSS0019932,3,175275066,175276114,+
CSS0048872,3,175416206,175417937,+
CSS0042305,3,175464898,175482492,-
CSS0010898,3,175519880,175536275,-
CSS0015488,3,175558493,175559753,+
CSS0029561,3,175560230,175564979,+
CSS0031887,3,175568536,175570459,+
CSS0001221,3,175656547,175673932,+
CSS0008022,3,175762836,175769194,+
CSS0036903,3,175769231,175779875,-
CSS0035560,3,175793976,175796501,-
CSS0028167,3,175807804,175811128,-
CSS0042224,3,175901870,175903863,-
CSS0005253,3,175917194,175920306,-
CSS0043176,3,176002882,176003312,+
CSS0039436,3,176008682,176011944,-
CSS0033562,3,176013711,176024252,-
CSS0038908,3,176045035,176054740,+
CSS0033924,3,176057931,176066479,-
CSS0009771,3,176072720,176079751,-
CSS0021057,3,176081123,176085671,-
CSS0007233,3,176112371,176114554,+
CSS0041998,3,176229005,176231647,+
CSS0027641,3,176425720,176429652,-
CSS0010522,3,176509255,176515796,+
CSS0000222,3,176840839,176841681,-
CSS0008717,3,176905900,176906820,+
CSS0004800,3,176919904,176921025,+
CSS0040671,3,176921398,176922588,+
CSS0019054,3,176924323,176928521,-
CSS0036615,3,176956873,176965844,-
CSS0021310,3,177041543,177048701,-
CSS0027239,3,177125160,177140007,+
CSS0005093,3,177189931,177192744,+
CSS0010088,3,177203132,177203675,+
CSS0020046,3,177393686,177394315,+
CSS0033578,3,177468423,177474744,+
CSS0014201,3,177475293,177490341,-
CSS0009332,3,177509500,177516486,-
CSS0013096,3,177517452,177521048,-
CSS0020906,3,177654012,177659763,+
CSS0013614,3,177665195,177671802,+
CSS0026017,3,177676563,177681644,+
CSS0026488,3,177781049,177795866,+
CSS0050332,3,177810774,177814439,+
CSS0001367,3,177822686,177824756,-
CSS0029707,3,177838325,177842065,+
CSS0011580,3,177867471,177868259,+
CSS0026194,3,177936881,177939069,-
CSS0014351,3,178033204,178034422,+
CSS0006426,3,178063929,178064193,+
CSS0041928,3,178070088,178086270,+
CSS0008739,3,178119684,178125876,+
CSS0040298,3,178152318,178153073,-
CSS0014879,3,178177406,178178077,-
CSS0045126,3,178180698,178186358,-
CSS0015581,3,178205586,178206510,+
CSS0018339,3,178209670,178210312,-
CSS0016381,3,178229799,178230308,-
CSS0008805,3,178249958,178255931,+
CSS0031023,3,178324103,178326405,+
CSS0027914,3,178378400,178382951,+
CSS0024380,3,178416440,178417564,+
CSS0017256,3,178424941,178450699,+
CSS0003232,3,178451905,178454341,-
CSS0036656,3,178460094,178472521,-
CSS0024972,3,178474869,178475511,-
CSS0035352,3,178480830,178486755,-
CSS0049258,3,178509224,178513098,+
CSS0001264,3,178513838,178533598,-
CSS0006621,3,178580211,178589242,-
CSS0008136,3,178613952,178633544,+
CSS0016893,3,178674697,178675244,+
CSS0048352,3,178716835,178723893,+
CSS0034118,3,178792508,178797605,+
CSS0021591,3,178806307,178807755,+
CSS0023630,3,178809355,178811393,-
CSS0013396,3,178880397,178882551,-
CSS0018127,3,178896585,178900894,+
CSS0018978,3,178998051,179000091,+
CSS0000961,3,179028894,179035049,-
CSS0042013,3,179047506,179058064,-
CSS0018616,3,179073246,179075182,+
CSS0015793,3,179174234,179175321,-
CSS0007079,3,179247938,179248596,+
CSS0021351,3,179248709,179250503,+
CSS0039331,3,179252608,179254407,+
CSS0040496,3,179262323,179263425,+
CSS0019350,3,179331024,179335180,-
CSS0012714,3,179338466,179345656,-
CSS0029850,3,179509161,179511186,+
CSS0025291,3,179522042,179524837,-
CSS0042494,3,179588176,179591392,-
CSS0017044,3,179751089,179752918,+
CSS0038347,3,179815928,179823657,+
CSS0040691,3,179825114,179834428,-
CSS0032589,3,179868805,179872511,-
CSS0039923,3,179880392,179884242,-
CSS0027795,3,179916462,179919684,+
CSS0002770,3,180023227,180029345,+
CSS0042074,3,180059624,180063375,+
CSS0031689,3,180126906,180130623,+
CSS0045794,3,180140274,180142404,-
CSS0002891,3,180323632,180330750,+
CSS0037193,3,180334372,180335028,+
CSS0005208,3,180363846,180364025,-
CSS0049873,3,180398841,180422000,+
CSS0027934,3,180423356,180432247,-
CSS0028080,3,180434124,180434732,-
CSS0002086,3,180435170,180436063,-
CSS0020235,3,180473156,180476507,-
CSS0039133,3,180481115,180488780,-
CSS0000098,3,180509057,180511958,-
CSS0015649,3,180576990,180579300,+
CSS0047686,3,180628107,180630394,+
CSS0032274,3,180734759,180736767,+
CSS0042949,3,180828274,180833325,-
CSS0017951,3,180840039,180843174,-
CSS0006261,3,180867508,180869227,-
CSS0005777,3,180937296,180939927,-
CSS0038592,3,181173178,181177374,+
CSS0010846,3,181185500,181186389,-
CSS0049405,3,181190900,181192199,-
CSS0025628,3,181262064,181263702,-
CSS0019708,3,181265269,181267081,-
CSS0036785,3,181291235,181292448,-
CSS0000872,3,181299347,181303174,-
CSS0037363,3,181363075,181365302,-
CSS0002584,3,181488475,181489071,+
CSS0030251,3,181599446,181612878,+
CSS0019223,3,181613964,181620541,-
CSS0037002,3,181628452,181629430,-
CSS0038215,3,181700390,181704613,-
CSS0042345,3,181728216,181730903,-
CSS0032563,3,181730993,181732729,-
CSS0028718,3,181741670,181772166,-
CSS0004604,3,181856859,181861121,+
CSS0006972,3,181862675,181863275,+
CSS0004662,3,181893295,181897466,+
CSS0005060,3,182089981,182092724,-
CSS0032956,3,182097325,182102936,-
CSS0018453,3,182166441,182169149,-
CSS0036699,3,182225434,182233286,-
CSS0049350,3,182252653,182260601,-
CSS0003166,3,182270115,182276159,-
CSS0045274,3,182296462,182304299,-
CSS0039647,3,182344603,182346732,+
CSS0047879,3,182372849,182374016,-
CSS0022660,3,182480935,182490448,-
CSS0033565,3,182492070,182501219,-
CSS0033460,3,182554353,182557358,+
CSS0003668,3,182558701,182559629,+
CSS0011460,3,182561004,182563430,-
CSS0006844,3,182588521,182589035,+
CSS0042163,3,182589701,182593182,-
CSS0000439,3,182656049,182663217,+
CSS0022774,3,182663966,182665613,-
CSS0050362,3,182670345,182684470,-
CSS0011426,3,182691307,182698114,-
CSS0003097,3,182720217,182721776,-
CSS0031475,3,182760273,182761557,-
CSS0033995,3,182792424,182795167,-
CSS0003779,3,182795177,182797671,-
CSS0022697,3,182882524,182887342,+
CSS0034789,3,182917447,182919332,-
CSS0011145,3,182927073,182927779,+
CSS0024519,3,182951914,182953073,+
CSS0018883,3,182963106,182963946,+
CSS0018412,3,183016412,183017916,+
CSS0018982,3,183082068,183083620,+
CSS0037249,3,183086246,183088579,+
CSS0023267,3,183129996,183131098,+
CSS0002595,3,183139259,183140269,+
CSS0040523,3,183311285,183311860,+
CSS0044672,3,183339927,183340936,+
CSS0021018,3,183414604,183423123,+
CSS0050026,3,183463703,183466216,-
CSS0012704,3,183503152,183512856,+
CSS0030334,3,183699717,183700510,+
CSS0012696,3,183703541,183722412,-
CSS0039350,3,183738912,183739208,+
CSS0025243,3,183758512,183764569,+
CSS0037963,3,183785065,183786147,+
CSS0012368,3,183835636,183842223,-
CSS0021619,3,183843509,183847463,+
CSS0001750,3,183848553,183849435,-
CSS0043419,3,183886000,183887826,-
CSS0038850,3,183897657,183899975,+
CSS0046964,3,183940606,183963528,-
CSS0012072,3,183963795,183968714,-
CSS0025907,3,183993644,183994258,-
CSS0018265,3,184213657,184215148,+
CSS0002065,3,184228289,184228903,-
CSS0013611,3,184268572,184269783,+
CSS0045984,3,184290038,184290733,-
CSS0041213,3,184446797,184450579,+
CSS0028525,3,184466214,184469795,-
CSS0031344,3,184670927,184673610,+
CSS0008436,3,184689918,184690830,-
CSS0043729,3,184703302,184703886,-
CSS0042380,3,184816444,184817139,+
CSS0007239,3,185519591,185530837,+
CSS0041311,3,185535676,185541608,+
CSS0027210,3,185542354,185542997,+
CSS0028134,3,185600203,185603606,-
CSS0028882,3,185707469,185742751,+
CSS0047481,3,186296264,186297433,+
CSS0009229,3,186297755,186299595,-
CSS0007900,3,186301613,186302431,-
CSS0014621,3,186309296,186310515,-
CSS0000525,3,186457380,186458299,-
CSS0039365,4,441295,441808,-
CSS0010244,4,456278,464760,-
CSS0004269,4,498627,500278,-
CSS0014783,4,515742,533272,-
CSS0006725,4,578935,623357,+
CSS0020806,4,718182,730908,+
CSS0040949,4,742020,743545,-
CSS0019917,4,789653,816489,+
CSS0032989,4,1062431,1093399,+
CSS0042567,4,1085925,1086361,+
CSS0025911,4,1095044,1101602,-
CSS0043814,4,1228001,1236429,+
CSS0047913,4,1237923,1238642,-
CSS0037547,4,1238719,1266070,-
CSS0024776,4,1272174,1284534,-
CSS0035420,4,1306163,1310203,+
CSS0044033,4,1317418,1319500,-
CSS0007221,4,1333386,1361277,-
CSS0016788,4,1406989,1408494,-
CSS0009956,4,1409147,1412245,-
CSS0005141,4,1424649,1425903,-
CSS0049171,4,1435755,1449655,-
CSS0015307,4,1544920,1546911,-
CSS0039929,4,1650772,1653305,-
CSS0047487,4,1675276,1676775,+
CSS0029066,4,1677929,1684039,-
CSS0025486,4,1996776,1998607,-
CSS0023573,4,2000529,2004726,-
CSS0014437,4,2056512,2067160,+
CSS0018800,4,2367671,2371647,+
CSS0013185,4,2547663,2555171,+
CSS0015059,4,2569053,2570516,-
CSS0021305,4,2671345,2676741,+
CSS0012344,4,2700342,2702879,+
CSS0030994,4,2702920,2714705,-
CSS0045992,4,2758152,2768424,+
CSS0036104,4,2773073,2773897,-
CSS0021428,4,2774147,2775745,-
CSS0049429,4,2776648,2777358,-
CSS0010947,4,2777515,2778408,-
CSS0033715,4,2781270,2782202,-
CSS0044965,4,2831640,2831834,+
CSS0027441,4,2863164,2863731,-
CSS0013904,4,2868424,2872455,-
CSS0034423,4,2913321,2914551,+
CSS0043634,4,2937180,2943589,+
CSS0026887,4,2993821,3002062,+
CSS0007933,4,3134304,3143432,+
CSS0025109,4,3190440,3195564,+
CSS0020436,4,3196645,3200220,-
CSS0041356,4,3233537,3243043,+
CSS0038076,4,3244088,3248476,-
CSS0038223,4,3252915,3253989,+
CSS0003263,4,3285448,3289099,+
CSS0017354,4,3290234,3292974,-
CSS0031606,4,3441380,3442351,+
CSS0046724,4,3461171,3463771,+
CSS0018686,4,3465007,3499099,-
CSS0005151,4,3510126,3513277,-
CSS0004260,4,3515251,3522248,+
CSS0019163,4,3522708,3525575,-
CSS0027571,4,3527921,3532417,-
CSS0044131,4,3560463,3565881,+
CSS0028229,4,3566529,3569155,-
CSS0010208,4,3575633,3582209,-
CSS0022957,4,3601627,3604547,-
CSS0016090,4,3605867,3608141,-
CSS0017036,4,3612140,3616339,+
CSS0016131,4,3640772,3647347,+
CSS0015348,4,3652429,3658183,+
CSS0014569,4,3660381,3663353,+
CSS0035039,4,3664773,3685072,+
CSS0009999,4,3691588,3692790,+
CSS0024195,4,3702515,3708178,+
CSS0023369,4,3712390,3713022,+
CSS0037134,4,3728819,3732366,-
CSS0045257,4,3775492,3776295,-
CSS0013839,4,3897211,3901612,-
CSS0043192,4,4314024,4314763,-
CSS0006274,4,4325030,4326077,+
CSS0009476,4,4348482,4349906,+
CSS0007678,4,4382610,4388066,+
CSS0031908,4,4405766,4407011,-
CSS0024843,4,4407204,4411611,-
CSS0024308,4,4508031,4520748,+
CSS0014941,4,4537632,4539086,-
CSS0049151,4,4623902,4631625,+
CSS0019755,4,4635183,4640564,-
CSS0043194,4,4689410,4697430,+
CSS0029951,4,4700395,4710383,+
CSS0047318,4,4752725,4755279,+
CSS0020809,4,4790530,4795373,+
CSS0047720,4,4858594,4858791,-
CSS0046122,4,4859005,4859439,+
CSS0003084,4,4909155,4915501,+
CSS0047800,4,4915196,4918874,-
CSS0024541,4,4957267,4958395,+
CSS0008517,4,4966250,4972929,-
CSS0020056,4,5079015,5085745,+
CSS0022449,4,5085616,5089280,-
CSS0009917,4,5123202,5124521,+
CSS0002477,4,5182814,5188809,+
CSS0034652,4,5191056,5193506,-
CSS0045563,4,5195058,5196710,+
CSS0003901,4,5249933,5251546,+
CSS0004281,4,5390362,5396078,+
CSS0025454,4,5396130,5408268,-
CSS0048111,4,5513875,5515403,+
CSS0049568,4,5563771,5569418,+
CSS0000344,4,5569431,5594588,-
CSS0020420,4,5661872,5675445,+
CSS0035799,4,5733851,5739139,+
CSS0038786,4,5740106,5740619,+
CSS0001931,4,5742512,5758297,+
CSS0016813,4,5758870,5759997,+
CSS0018708,4,5771161,5782996,+
CSS0038947,4,5786127,5795905,-
CSS0016825,4,5852630,5858938,+
CSS0026231,4,5862037,5871966,-
CSS0024586,4,5990194,6000538,-
CSS0022996,4,6020378,6025613,+
CSS0028455,4,6026653,6027835,+
CSS0014283,4,6028212,6030122,-
CSS0050103,4,6173210,6177812,+
CSS0027369,4,6211681,6214738,-
CSS0029148,4,6228879,6234062,-
CSS0036809,4,6241058,6244235,-
CSS0041840,4,6253271,6253735,-
CSS0009204,4,6258393,6259693,-
CSS0030403,4,6312405,6313710,-
CSS0023509,4,6319402,6336671,-
CSS0046333,4,6393280,6394141,-
CSS0023064,4,6409294,6410635,-
CSS0017663,4,6416905,6418759,+
CSS0031044,4,6662646,6667998,-
CSS0030801,4,6680677,6682211,+
CSS0022205,4,6705350,6706787,-
CSS0012206,4,6781131,6786487,-
CSS0032198,4,6827480,6828907,-
CSS0011040,4,6830575,6831150,-
